[2025-07-20 20:23:31] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': 'READY', 's': 1, 'op': 0, 'd': {'v': 10, 'user_settings': {}, 'user': {'verified': True, 'username': 'MangoChud', 'public_flags': 524288, 'primary_guild': None, 'mfa_enabled': False, 'id': '1382981003773218928', 'global_name': None, 'flags': 524288, 'email': None, 'discriminator': '6844', 'clan': None, 'bot': True, 'avatar': 'be539930950edc4209ea3318b313773a'}, 'session_type': 'normal', 'session_id': '0a6d2126f737d47a23eb83ce8801a820', 'resume_gateway_url': 'wss://gateway-us-east1-d.discord.gg', 'relationships': [], 'private_channels': [], 'presences': [], 'guilds': [{'unavailable': True, 'id': '1389887271511130224'}], 'guild_join_requests': [], 'geo_ordered_rtc_regions': ['santa-clara', 'us-west', 'oregon', 'seattle', 'us-south'], 'game_relationships': [], 'auth': {}, 'application': {'id': '1382981003773218928', 'flags': 27820032}, '_trace': ['["gateway-prd-us-east1-d-2m1k",{"micros":123636,"calls":["id_created",{"micros":564,"calls":[]},"session_lookup_time",{"micros":529,"calls":[]},"session_lookup_finished",{"micros":14,"calls":[]},"discord-sessions-prd-2-162",{"micros":121984,"calls":["start_session",{"micros":94543,"calls":["discord-api-rpc-576ff9f8dd-pdsjw",{"micros":75568,"calls":["get_user",{"micros":5616},"get_guilds",{"micros":9066},"send_scheduled_deletion_message",{"micros":16},"guild_join_requests",{"micros":3},"authorized_ip_coro",{"micros":13},"pending_payments",{"micros":7635},"apex_experiments",{"micros":4135},"user_activities",{"micros":5},"played_application_ids",{"micros":2}]}]},"starting_guild_connect",{"micros":23,"calls":[]},"presence_started",{"micros":3644,"calls":[]},"guilds_started",{"micros":69,"calls":[]},"lobbies_started",{"micros":1,"calls":[]},"guilds_connect",{"micros":1,"calls":[]},"presence_connect",{"micros":23681,"calls":[]},"connect_finished",{"micros":23685,"calls":[]},"build_ready",{"micros":16,"calls":[]},"clean_ready",{"micros":1,"calls":[]},"optimize_ready",{"micros":0,"calls":[]},"split_ready",{"micros":1,"calls":[]}]}]}]']}}
[2025-07-20 20:23:31] [DEBUG   ] discord.client: Dispatching event socket_event_type
[2025-07-20 20:23:31] [INFO    ] discord.gateway: Shard ID None has connected to Gateway (Session ID: 0a6d2126f737d47a23eb83ce8801a820).
[2025-07-20 20:23:31] [DEBUG   ] discord.client: Dispatching event connect
[2025-07-20 20:23:31] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': 'GUILD_CREATE', 's': 2, 'op': 0, 'd': {'unavailable': False, 'embedded_activities': [], 'premium_progress_bar_enabled': False, 'max_members': 2500000, 'features': ['SOUNDBOARD'], 'lazy': True, 'safety_alerts_channel_id': None, 'vanity_url_code': None, 'home_header': None, 'incidents_data': None, 'profile': None, 'system_channel_id': '1389887271511130226', 'splash': None, 'hub_type': None, 'premium_subscription_count': 0, 'latest_onboarding_question_id': None, 'activity_instances': [], 'public_updates_channel_id': None, 'id': '1389887271511130224', 'roles': [{'version': 1751445348465, 'unicode_emoji': None, 'tags': {}, 'position': 0, 'permissions': '2248473465835073', 'name': '@everyone', 'mentionable': False, 'managed': False, 'id': '1389887271511130224', 'icon': None, 'hoist': False, 'flags': 0, 'colors': {'tertiary_color': None, 'secondary_color': None, 'primary_color': 0}, 'color': 0}, {'version': 1751600903166, 'unicode_emoji': None, 'tags': {}, 'position': 7, 'permissions': '2108859006582783', 'name': 'king chud', 'mentionable': True, 'managed': False, 'id': '1390169006933147688', 'icon': None, 'hoist': True, 'flags': 0, 'colors': {'tertiary_color': None, 'secondary_color': None, 'primary_color': 15844367}, 'color': 15844367}, {'version': 1751600933743, 'unicode_emoji': None, 'tags': {}, 'position': 5, 'permissions': '2108859006582775', 'name': 'Petite Bourgeoise', 'mentionable': False, 'managed': False, 'id': '1390170549363413092', 'icon': None, 'hoist': True, 'flags': 0, 'colors': {'tertiary_color': None, 'secondary_color': None, 'primary_color': 15277667}, 'color': 15277667}, {'version': 1751600903163, 'unicode_emoji': None, 'tags': {}, 'position': 6, 'permissions': '2108859006582783', 'name': 'Bots', 'mentionable': True, 'managed': False, 'id': '1390211893808857148', 'icon': None, 'hoist': True, 'flags': 0, 'colors': {'tertiary_color': None, 'secondary_color': None, 'primary_color': 7419530}, 'color': 7419530}, {'version': 1751600903151, 'unicode_emoji': None, 'tags': {}, 'position': 2, 'permissions': '2098176', 'name': 'SLAVE', 'mentionable': False, 'managed': False, 'id': '1390538360342450186', 'icon': None, 'hoist': True, 'flags': 0, 'colors': {'tertiary_color': None, 'secondary_color': None, 'primary_color': 12745742}, 'color': 12745742}, {'version': 1751601003398, 'unicode_emoji': None, 'tags': {}, 'position': 1, 'permissions': '681801478895169', 'name': 'Rural Folk', 'mentionable': False, 'managed': False, 'id': '1390539260419117148', 'icon': None, 'hoist': False, 'flags': 0, 'colors': {'tertiary_color': None, 'secondary_color': None, 'primary_color': 2123412}, 'color': 2123412}, {'version': 1753063960891, 'unicode_emoji': None, 'tags': {'bot_id': '1382981003773218928'}, 'position': 1, 'permissions': '8', 'name': 'MangoChud', 'mentionable': False, 'managed': True, 'id': '1396676224126029949', 'icon': None, 'hoist': False, 'flags': 0, 'colors': {'tertiary_color': None, 'secondary_color': None, 'primary_color': 0}, 'color': 0}], 'nsfw_level': 0, 'name': 'Mango Chudney', 'owner_configured_content_level': 0, 'system_channel_flags': 0, 'large': False, 'region': 'deprecated', 'members': [{'user': {'username': 'realsleepyboii', 'public_flags': 0, 'primary_guild': None, 'id': '680505052158623753', 'global_name': None, 'display_name': None, 'discriminator': '0', 'collectibles': None, 'bot': False, 'avatar_decoration_data': None, 'avatar': '134255873448ad1013a85c073c00a279'}, 'roles': ['1390169006933147688', '1390539260419117148'], 'premium_since': None, 'pending': False, 'nick': None, 'mute': False, 'joined_at': '2025-07-02T08:35:48.401000+00:00', 'flags': 0, 'deaf': False, 'communication_disabled_until': None, 'banner': None, 'avatar': None}, {'user': {'username': 'MangoChud', 'public_flags': 524288, 'primary_guild': None, 'id': '1382981003773218928', 'global_name': None, 'display_name': None, 'discriminator': '6844', 'collectibles': None, 'bot': True, 'avatar_decoration_data': None, 'avatar': 'be539930950edc4209ea3318b313773a'}, 'roles': ['1390211893808857148', '1396676224126029949'], 'premium_since': None, 'pending': False, 'nick': None, 'mute': False, 'joined_at': '2025-07-21T02:12:40.943000+00:00', 'flags': 1, 'deaf': False, 'communication_disabled_until': None, 'banner': None, 'avatar': None}, {'user': {'username': 'realsleepyboii', 'public_flags': 0, 'primary_guild': None, 'id': '680505052158623753', 'global_name': None, 'display_name': None, 'discriminator': '0', 'collectibles': None, 'bot': False, 'avatar_decoration_data': None, 'avatar': '134255873448ad1013a85c073c00a279'}, 'roles': ['1390169006933147688', '1390539260419117148'], 'premium_since': None, 'pending': False, 'nick': None, 'mute': False, 'joined_at': '2025-07-02T08:35:48.401000+00:00', 'flags': 0, 'deaf': False, 'communication_disabled_until': None, 'banner': None, 'avatar': None}], 'afk_channel_id': None, 'threads': [], 'channels': [{'version': 1751445550079, 'type': 4, 'position': 1, 'permission_overwrites': [], 'name': 'General', 'id': '1389887271511130225', 'flags': 0}, {'version': 1751564276335, 'type': 0, 'topic': 'hi squidward', 'rate_limit_per_user': 0, 'position': 2, 'permission_overwrites': [], 'parent_id': '1389887271511130225', 'nsfw': False, 'name': 'general', 'last_pin_timestamp': '2025-07-06T22:16:56.523000+00:00', 'last_message_id': '1396681358700712077', 'id': '1389887271511130226', 'flags': 0}, {'version': 1751522582483, 'type': 0, 'topic': 'gaming chat', 'rate_limit_per_user': 0, 'position': 5, 'permission_overwrites': [], 'parent_id': '1389887271511130229', 'nsfw': False, 'name': 'games', 'last_message_id': '1391175609308418260', 'id': '1389887271511130227', 'flags': 0}, {'version': 1751445550093, 'type': 4, 'position': 2, 'permission_overwrites': [], 'name': 'Voice Channels', 'id': '1389887271511130229', 'flags': 0}, {'version': 1751712520983, 'user_limit': 10, 'type': 2, 'status': None, 'rtc_region': None, 'rate_limit_per_user': 0, 'position': 1, 'permission_overwrites': [], 'parent_id': '1389887271511130229', 'nsfw': False, 'name': 'Music', 'last_message_id': None, 'id': '1389887271959789660', 'flags': 0, 'bitrate': 96000}, {'version': 1751445769245, 'user_limit': 0, 'type': 2, 'status': None, 'rtc_region': None, 'rate_limit_per_user': 0, 'position': 0, 'permission_overwrites': [], 'parent_id': '1389887271511130229', 'name': 'Goon Cave (stream & talk here)', 'last_message_id': None, 'id': '1389887271959789661', 'flags': 0, 'bitrate': 64000}, {'version': 1751446073435, 'type': 0, 'topic': 'TODO: make a description for ts 🥀 🥀 🥀', 'rate_limit_per_user': 0, 'position': 0, 'permission_overwrites': [], 'parent_id': '1389888094559535225', 'name': 'announcements', 'last_message_id': '1396274957243121674', 'id': '1389887856968728706', 'flags': 0}, {'version': 1751445550059, 'type': 4, 'position': 0, 'permission_overwrites': [], 'name': 'Welcome', 'id': '1389888094559535225', 'flags': 0}, {'version': 1751446047893, 'type': 0, 'topic': 'not really much to say here', 'rate_limit_per_user': 0, 'position': 1, 'permission_overwrites': [], 'parent_id': '1389888094559535225', 'name': 'rules', 'last_message_id': '1390224890115915849', 'id': '1389888187132018750', 'flags': 0}, {'version': 1751564276351, 'type': 0, 'topic': 'dont spam your commands in #general lmao', 'rate_limit_per_user': 0, 'position': 3, 'permission_overwrites': [], 'parent_id': '1389887271511130225', 'nsfw': False, 'name': 'bot-commands', 'last_message_id': '1396681201015722096', 'id': '1389889103847362651', 'flags': 0}, {'version': 1751523340939, 'type': 0, 'topic': 'put your shitposts here', 'rate_limit_per_user': 0, 'position': 4, 'permission_overwrites': [], 'parent_id': '1389887271511130225', 'nsfw': False, 'name': 'shitposts', 'last_message_id': '1396679586691153940', 'id': '1389889699241267231', 'flags': 0}], 'icon': '3f3f3bc4f106446780f691b95a62018f', 'description': None, 'moderator_reporting': None, 'application_command_counts': {}, 'guild_scheduled_events': [], 'stage_instances': [], 'stickers': [], 'preferred_locale': 'en-US', 'application_id': None, 'voice_states': [{'user_id': '680505052158623753', 'suppress': False, 'session_id': 'dae2f54d6eba0bb7f4d6b93cdbe9eda7', 'self_video': False, 'self_mute': False, 'self_deaf': False, 'request_to_speak_timestamp': None, 'mute': False, 'discoverable': True, 'deaf': False, 'channel_id': '1389887271959789661'}], 'max_video_channel_users': 25, 'owner_id': '680505052158623753', 'member_count': 12, 'afk_timeout': 300, 'default_message_notifications': 0, 'nsfw': False, 'banner': None, 'explicit_content_filter': 0, 'rules_channel_id': None, 'mfa_level': 0, 'premium_tier': 0, 'soundboard_sounds': [], 'version': 1752560414833, 'presences': [], 'verification_level': 0, 'emojis': [], 'inventory_settings': None, 'joined_at': '2025-07-21T02:12:40.943000+00:00', 'premium_features': None, 'discovery_splash': None, 'max_stage_video_channel_users': 50}}
[2025-07-20 20:23:31] [DEBUG   ] discord.client: Dispatching event socket_event_type
[2025-07-20 20:23:31] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': 'GUILD_MEMBERS_CHUNK', 's': 3, 'op': 0, 'd': {'nonce': '93f0f8ece45d31da8cbc089d57d65ce5', 'members': [{'user': {'username': 'playedwarthunder', 'public_flags': 0, 'primary_guild': {'tag': 'OG', 'identity_guild_id': '1063844601854693496', 'identity_enabled': True, 'badge': '7f24e46066ba297f64174c4ea4ae7830'}, 'id': '207276928342818817', 'global_name': "D'Isiah T. Billings-Clyde", 'display_name': "D'Isiah T. Billings-Clyde", 'discriminator': '0', 'collectibles': None, 'bot': False, 'avatar_decoration_data': None, 'avatar': 'da535a34eaa8ad41ede061bf114ffe6b'}, 'roles': ['1390170549363413092'], 'premium_since': None, 'pending': False, 'nick': 'Alex baka chan', 'mute': False, 'joined_at': '2025-07-03T02:51:30.664000+00:00', 'flags': 0, 'deaf': False, 'communication_disabled_until': None, 'banner': None, 'avatar': 'e83f75c1197194129133df85848c585f'}, {'user': {'username': 'dabigass', 'public_flags': 128, 'primary_guild': None, 'id': '210272532102774784', 'global_name': 'LebronJame', 'display_name': 'LebronJame', 'discriminator': '0', 'collectibles': None, 'bot': False, 'avatar_decoration_data': None, 'avatar': 'ed44cbb0ac1ee60dab3b4e3cabfa3013'}, 'roles': ['1390170549363413092', '1390539260419117148'], 'premium_since': None, 'pending': False, 'nick': None, 'mute': False, 'joined_at': '2025-07-03T05:33:32.015000+00:00', 'flags': 0, 'deaf': False, 'communication_disabled_until': None, 'banner': None, 'avatar': None}, {'user': {'username': 'Rythm', 'public_flags': 65536, 'primary_guild': None, 'id': '235088799074484224', 'global_name': None, 'display_name': None, 'discriminator': '3722', 'collectibles': None, 'bot': True, 'avatar_decoration_data': None, 'avatar': 'a_bf76f4b59ab50da1065df1144d5cf46b'}, 'roles': ['1390211893808857148'], 'premium_since': None, 'pending': False, 'nick': None, 'mute': False, 'joined_at': '2025-07-21T02:33:04.871000+00:00', 'flags': 1, 'deaf': False, 'communication_disabled_until': None, 'banner': None, 'avatar': None}, {'user': {'username': 'urealism', 'public_flags': 0, 'primary_guild': None, 'id': '290023791680290816', 'global_name': 'Urinalism', 'display_name': 'Urinalism', 'discriminator': '0', 'collectibles': None, 'bot': False, 'avatar_decoration_data': None, 'avatar': '9de853b99e4243499d0d8bd631f4f2d7'}, 'roles': ['1390170549363413092'], 'premium_since': None, 'pending': False, 'nick': None, 'mute': False, 'joined_at': '2025-07-04T01:15:31.839000+00:00', 'flags': 0, 'deaf': False, 'communication_disabled_until': None, 'banner': None, 'avatar': None}, {'user': {'username': 'dennis.gull', 'public_flags': 256, 'primary_guild': None, 'id': '297037138506153985', 'global_name': 'Dennis S. Gull', 'display_name': 'Dennis S. Gull', 'discriminator': '0', 'collectibles': None, 'bot': False, 'avatar_decoration_data': None, 'avatar': '5382f53abf6b88c56e6bf96c23943607'}, 'roles': ['1390170549363413092'], 'premium_since': None, 'pending': False, 'nick': None, 'mute': False, 'joined_at': '2025-07-03T20:57:25.260000+00:00', 'flags': 0, 'deaf': False, 'communication_disabled_until': None, 'banner': None, 'avatar': None}, {'user': {'username': 'redoralive', 'public_flags': 64, 'primary_guild': {'tag': 'TORO', 'identity_guild_id': '674478389880684555', 'identity_enabled': True, 'badge': 'ec60c5e6d1f14d3bbff586e2e0b9e54e'}, 'id': '313388875630510080', 'global_name': 'Red', 'display_name': 'Red', 'discriminator': '0', 'collectibles': None, 'bot': False, 'avatar_decoration_data': None, 'avatar': '16d97bed4153213ec6b1253da05462a0'}, 'roles': ['1390169006933147688', '1390170549363413092'], 'premium_since': None, 'pending': False, 'nick': None, 'mute': False, 'joined_at': '2025-07-03T05:46:01.336000+00:00', 'flags': 0, 'deaf': False, 'communication_disabled_until': None, 'banner': None, 'avatar': None}, {'user': {'username': 'djcrumbleton', 'public_flags': 64, 'primary_guild': {'tag': 'CFC', 'identity_guild_id': '759912791787175956', 'identity_enabled': True, 'badge': 'bb6f447245dd4c9243d2aeb61d26154d'}, 'id': '383744468446347264', 'global_name': 'Grizz', 'display_name': 'Grizz', 'discriminator': '0', 'collectibles': None, 'bot': False, 'avatar_decoration_data': None, 'avatar': '47c75f59a44c68dd9e8c003b72fec96e'}, 'roles': ['1390170549363413092'], 'premium_since': None, 'pending': False, 'nick': None, 'mute': False, 'joined_at': '2025-07-03T03:03:43.160000+00:00', 'flags': 0, 'deaf': False, 'communication_disabled_until': None, 'banner': None, 'avatar': None}, {'user': {'username': 'mr.gecko4338', 'public_flags': 0, 'primary_guild': None, 'id': '575544330702290947', 'global_name': 'Neil', 'display_name': 'Neil', 'discriminator': '0', 'collectibles': None, 'bot': False, 'avatar_decoration_data': None, 'avatar': '781521e4a0d46d449a9730a21ad3ab0d'}, 'roles': ['1390170549363413092'], 'premium_since': None, 'pending': False, 'nick': None, 'mute': False, 'joined_at': '2025-07-03T05:54:11.814000+00:00', 'flags': 0, 'deaf': False, 'communication_disabled_until': None, 'banner': None, 'avatar': None}, {'user': {'username': 'realsleepyboii', 'public_flags': 0, 'primary_guild': None, 'id': '680505052158623753', 'global_name': None, 'display_name': None, 'discriminator': '0', 'collectibles': None, 'bot': False, 'avatar_decoration_data': None, 'avatar': '134255873448ad1013a85c073c00a279'}, 'roles': ['1390169006933147688', '1390539260419117148'], 'premium_since': None, 'pending': False, 'nick': None, 'mute': False, 'joined_at': '2025-07-02T08:35:48.401000+00:00', 'flags': 0, 'deaf': False, 'communication_disabled_until': None, 'banner': None, 'avatar': None}, {'user': {'username': 'jesusmoney650', 'public_flags': 0, 'primary_guild': None, 'id': '749513879083679764', 'global_name': 'Jesusmoney650', 'display_name': 'Jesusmoney650', 'discriminator': '0', 'collectibles': None, 'bot': False, 'avatar_decoration_data': None, 'avatar': 'acd4e16182b513f5f4dda9de00ad51d5'}, 'roles': ['1390539260419117148'], 'premium_since': None, 'pending': False, 'nick': None, 'mute': False, 'joined_at': '2025-07-14T04:44:02.884000+00:00', 'flags': 0, 'deaf': False, 'communication_disabled_until': None, 'banner': None, 'avatar': None}, {'user': {'username': 'haree.', 'public_flags': 0, 'primary_guild': None, 'id': '791915074720890880', 'global_name': 'haree', 'display_name': 'haree', 'discriminator': '0', 'collectibles': None, 'bot': False, 'avatar_decoration_data': None, 'avatar': '9e7b1616127bfe03c627dd23e6835068'}, 'roles': ['1390170549363413092'], 'premium_since': None, 'pending': False, 'nick': None, 'mute': False, 'joined_at': '2025-07-03T03:08:14.148000+00:00', 'flags': 0, 'deaf': False, 'communication_disabled_until': None, 'banner': None, 'avatar': None}, {'user': {'username': 'MangoChud', 'public_flags': 524288, 'primary_guild': None, 'id': '1382981003773218928', 'global_name': None, 'display_name': None, 'discriminator': '6844', 'collectibles': None, 'bot': True, 'avatar_decoration_data': None, 'avatar': 'be539930950edc4209ea3318b313773a'}, 'roles': ['1390211893808857148', '1396676224126029949'], 'premium_since': None, 'pending': False, 'nick': None, 'mute': False, 'joined_at': '2025-07-21T02:12:40.943000+00:00', 'flags': 1, 'deaf': False, 'communication_disabled_until': None, 'banner': None, 'avatar': None}], 'guild_id': '1389887271511130224', 'chunk_index': 0, 'chunk_count': 1}}
[2025-07-20 20:23:31] [DEBUG   ] discord.client: Dispatching event socket_event_type
[2025-07-20 20:23:31] [DEBUG   ] discord.state: Processed a chunk for 12 members in guild ID 1389887271511130224.
[2025-07-20 20:23:33] [DEBUG   ] discord.client: Dispatching event guild_available
[2025-07-20 20:23:33] [DEBUG   ] discord.client: Dispatching event ready
[2025-07-20 20:24:05] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': 'MESSAGE_CREATE', 's': 4, 'op': 0, 'd': {'type': 0, 'tts': False, 'timestamp': '2025-07-21T03:24:05.868000+00:00', 'pinned': False, 'nonce': '1396694196336721920', 'mentions': [], 'mention_roles': [], 'mention_everyone': False, 'member': {'roles': ['1390169006933147688', '1390539260419117148'], 'premium_since': None, 'pending': False, 'nick': None, 'mute': False, 'joined_at': '2025-07-02T08:35:48.401000+00:00', 'flags': 0, 'deaf': False, 'communication_disabled_until': None, 'banner': None, 'avatar': None}, 'id': '1396694196915540137', 'flags': 0, 'embeds': [], 'edited_timestamp': None, 'content': '/unassign', 'components': [], 'channel_type': 0, 'channel_id': '1389889103847362651', 'author': {'username': 'realsleepyboii', 'public_flags': 0, 'primary_guild': None, 'id': '680505052158623753', 'global_name': None, 'display_name_styles': None, 'discriminator': '0', 'collectibles': None, 'clan': None, 'avatar_decoration_data': None, 'avatar': '134255873448ad1013a85c073c00a279'}, 'attachments': [], 'guild_id': '1389887271511130224'}}
[2025-07-20 20:24:05] [DEBUG   ] discord.client: Dispatching event socket_event_type
[2025-07-20 20:24:05] [DEBUG   ] discord.client: Dispatching event message
[2025-07-20 20:24:05] [DEBUG   ] discord.client: Dispatching event command
[2025-07-20 20:24:06] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': 'GUILD_MEMBER_UPDATE', 's': 5, 'op': 0, 'd': {'user': {'username': 'realsleepyboii', 'public_flags': 0, 'primary_guild': None, 'id': '680505052158623753', 'global_name': None, 'display_name_styles': None, 'discriminator': '0', 'collectibles': None, 'clan': None, 'avatar_decoration_data': None, 'avatar': '134255873448ad1013a85c073c00a279'}, 'unusual_dm_activity_until': None, 'roles': ['1390169006933147688'], 'premium_since': None, 'pending': False, 'nick': None, 'joined_at': '2025-07-02T08:35:48.401000+00:00', 'guild_id': '1389887271511130224', 'flags': 0, 'communication_disabled_until': None, 'banner': None, 'avatar': None}}
[2025-07-20 20:24:06] [DEBUG   ] discord.client: Dispatching event socket_event_type
[2025-07-20 20:24:06] [DEBUG   ] discord.client: Dispatching event member_update
[2025-07-20 20:24:06] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': 'GUILD_AUDIT_LOG_ENTRY_CREATE', 's': 6, 'op': 0, 'd': {'user_id': '1382981003773218928', 'target_id': '680505052158623753', 'id': '1396694198350250120', 'changes': [{'new_value': [{'name': 'Rural Folk', 'id': '1390539260419117148'}], 'key': '$remove'}], 'action_type': 25, 'guild_id': '1389887271511130224'}}
[2025-07-20 20:24:06] [DEBUG   ] discord.client: Dispatching event socket_event_type
[2025-07-20 20:24:06] [DEBUG   ] discord.client: Dispatching event audit_log_entry_create
[2025-07-20 20:24:06] [DEBUG   ] discord.http: DELETE https://discord.com/api/v10/guilds/1389887271511130224/members/680505052158623753/roles/1390539260419117148 with None has returned 204
[2025-07-20 20:24:06] [DEBUG   ] discord.http: DELETE /guilds/{guild_id}/members/{user_id}/roles/{role_id} has found its initial rate limit bucket hash (b0bb9027ff6ae0c9619c2719f4a24de5).
[2025-07-20 20:24:06] [DEBUG   ] discord.http: DELETE https://discord.com/api/v10/guilds/1389887271511130224/members/680505052158623753/roles/1390539260419117148 has received 
[2025-07-20 20:24:06] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': 'MESSAGE_CREATE', 's': 7, 'op': 0, 'd': {'type': 0, 'tts': False, 'timestamp': '2025-07-21T03:24:06.404000+00:00', 'pinned': False, 'nonce': '12650377497044783341', 'mentions': [{'username': 'realsleepyboii', 'public_flags': 0, 'primary_guild': None, 'member': {'roles': ['1390169006933147688'], 'premium_since': None, 'pending': False, 'nick': None, 'mute': False, 'joined_at': '2025-07-02T08:35:48.401000+00:00', 'flags': 0, 'deaf': False, 'communication_disabled_until': None, 'banner': None, 'avatar': None}, 'id': '680505052158623753', 'global_name': None, 'display_name_styles': None, 'discriminator': '0', 'collectibles': None, 'clan': None, 'avatar_decoration_data': None, 'avatar': '134255873448ad1013a85c073c00a279'}], 'mention_roles': [], 'mention_everyone': False, 'member': {'roles': ['1390211893808857148', '1396676224126029949'], 'premium_since': None, 'pending': False, 'nick': None, 'mute': False, 'joined_at': '2025-07-21T02:12:40.943000+00:00', 'flags': 1, 'deaf': False, 'communication_disabled_until': None, 'banner': None, 'avatar': None}, 'id': '1396694199163944980', 'flags': 0, 'embeds': [], 'edited_timestamp': None, 'content': '<@680505052158623753> has been unassigned the role Rural Folk.', 'components': [], 'channel_type': 0, 'channel_id': '1389889103847362651', 'author': {'username': 'MangoChud', 'public_flags': 524288, 'primary_guild': None, 'id': '1382981003773218928', 'global_name': None, 'display_name_styles': None, 'discriminator': '6844', 'collectibles': None, 'clan': None, 'bot': True, 'avatar_decoration_data': None, 'avatar': 'be539930950edc4209ea3318b313773a'}, 'attachments': [], 'guild_id': '1389887271511130224'}}
[2025-07-20 20:24:06] [DEBUG   ] discord.client: Dispatching event socket_event_type
[2025-07-20 20:24:06] [DEBUG   ] discord.client: Dispatching event message
[2025-07-20 20:24:06] [DEBUG   ] discord.http: POST https://discord.com/api/v10/channels/1389889103847362651/messages with {"content":"<@680505052158623753> has been unassigned the role Rural Folk.","components":[],"nonce":"12650377497044783341","enforce_nonce":true,"tts":false} has returned 200
